,Unnamed: 0,Make,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Width,Body_Type,Kerb_Weight,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Clock,Fuel-lid_Opener,Handbrake,Instrument_Console,Third_Row_AC_Vents,Ventilation_System,Airbags,Number_of_Airbags,Parking_Assistance,Seat_Height_Adjustment,Length_new,Average_Mileage
317,317,Bmw,13510000.0,2993.0,6.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,78.0,Diesel,2169.0,Sedan,1391.3889515219842,8.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,245/45 R19,275/40 R19,Electric Power,All Windows,Smart Key,265PS@4000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in","3 years/40,000 km",Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8.0,Front and rear sensors,Electric Adjustment with Memory,4165.0,15.58
318,318,Bmw,13510000.0,2998.0,6.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,78.0,Petrol,2169.0,Sedan,1391.3889515219842,8.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,245/45 R19,275/40 R19,Hydraulic Power,All Windows,Smart Key,340PS@5500-6500RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8.0,Front and rear sensors,Electric Adjustment with Memory,4165.0,11.86
319,319,Bmw,16500000.0,2998.0,6.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,46.0,Hybrid,2142.0,Sedan,1391.3889515219842,8.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,(245/50 R18,(245/50 R18,Hydraulic Power,All Windows,Smart Key,286PS@5000-6000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8.0,Front and rear sensors,Electric Adjustment with Memory,4164.5,43.91912629757774
320,320,Bmw,24250000.0,6592.0,12.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,78.0,Petrol,2142.0,Sedan,1391.3889515219842,8.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,245/40 R20,275/35 R20,Hydraulic Power,All Windows,Smart Key,609PS@5400-6500RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8.0,Front and rear sensors,Electric Adjustment with Memory,4164.5,7.96
321,321,Audi,13359500.0,2995.0,4.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,85.0,Petrol,1968.0,SUV,2115.0,8.0,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,275/50 R20,275/50 R20,Electro-Hydraulic,All Windows,Smart Key,340PS@5000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 Years Warranty,Digital,With Remote,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8.0,Front and rear sensors,Electric Adjustment with Memory,4023.0,43.91912629757774
322,322,Maruti Suzuki,13558438.0,2987.0,6.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90.0,Diesel,1899.0,Sedan,2132.0,7.0,Ventilated Disc,Ventilated Disc,AIRMATIC suspension,AIRMATIC suspension,235/55R17,235/55R17,Electric Power,All Windows,Smart Key,258PS@3600rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,Front and rear sensors,Electric Adjustment,4075.5,11.25
323,323,Maruti Suzuki,13976653.0,2996.0,6.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,70.0,Petrol,1899.0,Sedan,2113.0,7.0,Ventilated Disc,Ventilated Disc,AIRMATIC suspension,AIRMATIC suspension,245/45 R19,245/45 R19,Electro-Hydraulic,All Windows,Smart Key,333PS@6000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,Front and rear sensors,Electric Adjustment with Memory,4205.5,6.6
324,324,Maruti Suzuki,25500000.0,3982.0,8.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1899.0,Coupe,2080.0,7.0,Ventilated Disc,Ventilated Disc,Airmatic Air Suspension,Airmatic Air Suspension,255/45ZR19,285/40ZR19,Electric Power,All Windows,Smart Key,450PS@5500-6000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,"Fully automatic climate control, 3 Zone climate control","Drive side airbag, Front passenger curtain airbag, Rear passenger head airbags, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,Front and rear sensors,Electric Adjustment,3986.0,9.7
325,325,Maserati,14512054.0,2987.0,6.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,2158.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,255/60 ZR18,255/60 ZR18,Electro-Hydraulic,All Windows,Smart Key,275PS@4000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front and rear sensors,Electric Adjustment with Memory,4003.5,6.550000000000001
326,326,Maserati,14863774.0,2979.0,6.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,2158.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,255/60 ZR18,255/60 ZR18,Electro-Hydraulic,All Windows,Smart Key,350PS@5750rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front and rear sensors,Electric Adjustment with Memory,4003.5,6.550000000000001
327,327,Maserati,15383399.0,2979.0,6.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,2158.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,255/60 ZR18,255/60 ZR18,Electro-Hydraulic,All Windows,Smart Key,430PS@5750rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front and rear sensors,Electric Adjustment with Memory,4003.5,6.550000000000001
328,328,Maruti Suzuki,21875136.0,3982.0,8.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,96.0,Petrol,1855.0,SUV,2560.0,9.0,Ventilated Disc,Ventilated Disc,Rigid Axle,Rigid Axle,285/45R21,285/45R21,Electric Power,All Windows,Smart Key,585hp@6000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3rd years /Unlimited Kms (years/distance whichever comes first),Digital,Internal,Automatic,Analog + Digital,Yes,2 Zone Climate Control,"Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag",10.0,Rear sensors,Electric Adjustment with Memory,3806.5,43.91912629757774
329,329,Maruti Suzuki,15000000.0,2925.0,6.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,100.0,Diesel,1931.0,SUV,2453.0,9.0,Ventilated Disc,Ventilated Disc,Rigid Axle,Rigid Axle,265/60 R 18,265/60 R 18,Electric Power,All Windows,Smart Key,289PS@1200rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3rd years /Unlimited Kms (years/distance whichever comes first),Digital,Internal,Automatic,Analog + Digital,Yes,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",10.0,Rear sensors,Electric Adjustment with Memory,3853.5,43.91912629757774
330,330,Audi,15600000.0,2995.0,8.0,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,82.0,Petrol,1945.0,Sedan,2030.0,8.0,Ventilated Disc,Ventilated Disc,Five-link front axle; tubular anti-roll bar air spring suspension,Five-link rear axle tubular anti-roll bar; air spring suspension,255/45 R19,255/45 R19,Electro-Hydraulic,All Windows,Smart Key,340PS@5000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 Years Warranty,Digital,"Internal, With Remote",Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Driver head airbag, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6.0,Front and rear sensors,Electric Adjustment with Memory,4215.0,43.91912629757774
331,331,Maserati,17229579.0,4691.0,8.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,86.0,Petrol,1915.0,Coupe,1880.0,6.0,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Double wishbone suspension,245/35ZR20,285/35ZR20,Electro-Hydraulic,All Windows,Smart Key,460PS@7000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front and rear sensors,Electric Adjustment with Memory,3911.5,7.3
332,332,Maserati,17900000.0,2987.0,6.0,RWD (Rear Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,70.0,Diesel,1948.0,Sports,1925.0,6.0,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,245/45R19,275/40 R19,Electro-Hydraulic,All Windows,Smart Key,275PS@7000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front and rear sensors,Electric Adjustment with Memory,4216.5,6.550000000000001
333,333,Lexus,19600000.0,3456.0,6.0,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,82.0,Hybrid,1920.0,Coupe,1985.0,5.891797556719022,Ventilated Disc,Ventilated Disc,"Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar","Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar",245/40 R21,245/40 R21,Electric Power,All Windows,Smart Key,299PS@6600rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Analog,"Internal, With Remote",Automatic,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",8.0,Front and rear sensors,Electric Adjustment with Memory,3820.0,43.91912629757774
334,334,Maruti Suzuki,27308312.0,5980.0,12.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1899.0,Sedan,2200.0,7.0,Ventilated Disc,Ventilated Disc,Airmatic Air Suspension,Airmatic Air Suspension,245/40R20,245/40R20,Electro-Hydraulic,All Windows,Smart Key,630PS@4800RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Analog,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",8.0,Front and rear sensors,Electric Adjustment with Memory,4409.0,7.8
335,335,Maruti Suzuki,19890000.0,4663.0,8.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1899.0,Sedan,2200.0,9.0,Ventilated Disc,Drum,Airmatic Air Suspension,Airmatic Air Suspension,245/45R19,245/45R19,Electro-Hydraulic,All Windows,Smart Key,453PS@5500RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Analog,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags",8.0,Front and rear sensors,Electric Adjustment with Memory,4205.5,7.805
336,336,Porsche,21263000.0,3996.0,8.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1937.0,Sedan,2045.0,7.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Smart Key,550PS@6000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",4 years / 80000 Kms (years/distance whichever comes first),Digital,Internal,Automatic,Analog + Digital,Not Applicable,"Fully automatic climate control, 4 Zone climate control","Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6.0,Front and rear sensors,Electric Adjustment with Memory,3999.5,8.865
337,337,Porsche,22613000.0,3996.0,8.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1937.0,Sedan,1391.3889515219842,7.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Smart Key,550PS@6000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",4 years / 80000 Kms (years/distance whichever comes first),Digital,Internal,Automatic,Analog + Digital,Not Applicable,"Fully automatic climate control, 4 Zone climate control","Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6.0,Front and rear sensors,Electric Adjustment with Memory,4149.5,8.865
338,338,Porsche,21747000.0,3996.0,8.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1937.0,Sedan,1391.3889515219842,7.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Smart Key,550PS@6000RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",4 years / 80000 Kms (years/distance whichever comes first),Digital,Internal,Automatic,Analog + Digital,Not Applicable,"Fully automatic climate control, 4 Zone climate control","Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6.0,Front and rear sensors,Electric Adjustment with Memory,3999.5,8.865
339,339,Lexus,23290000.0,4461.0,4.370151770657673,FWD (Front Wheel Drive),V,BS IV,"Front, Transverse",Injection,93.0,Diesel,1980.0,SUV,2660.0,6.0,Ventilated Disc,Ventilated Disc,4 Wheel Active Height Control & Adaptive Variable Suspension,4 Wheel Active Height Control & Adaptive Variable Suspension,285/60R18,285/60R18,Electric Power,All Windows,Smart Key,261PS@6000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog,Not Applicable,Fully automatic climate control,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",10.0,Front and rear sensors,Electric Adjustment,3965.0,18.0
340,340,Maruti Suzuki,23491293.0,4663.0,8.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80.0,Petrol,1899.0,Convertible,2115.0,5.891797556719022,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,235/35 R19,235/35 R19,Electric Power,All Windows,Smart Key,455PS@5500RPM,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Automatic,Analog + Digital,Not Applicable,4 Zone climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",8.0,Front and rear sensors,Electric Adjustment with Memory,3986.0,6.6
341,341,Audi,27245000.0,5204.0,10.0,AWD (All Wheel Drive),V,BS IV,"Mid, Longitudinal",Injection,75.0,Petrol,2029.0,Coupe,1670.0,7.0,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Double wishbone suspension,245/35R19,295/35R19,Electric Power,Only Front Windows,Remote,610PS@8250rpm,Leather,Automatic,1.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,With Remote,Manual,Analog,Not Applicable,Fully automatic climate control,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag",8.0,Rear sensors,Manual Adjustment,3545.0,7.255
342,342,Lamborghini,30000000.0,3996.0,8.0,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,75.0,Petrol,2181.0,SUV,2200.0,5.891797556719022,Ventilated Disc,Ventilated Disc,adaptive air suspension,adaptive air suspension,285/45 ZR21,315/40 ZR21,Electric Power,All Windows,Remote,650PS@6000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,With Remote,Automatic,Analog + Digital,Not Applicable,Fully automatic climate control,"Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Front passenger side airbag",8.0,Front and rear sensors,Manual Adjustment,4057.5,7.8
